sentimentScore;text
0.5;worst  groko folge   ehemuffel   groko abwaehlen  fuer eine starke linke  ehefueralle 
0.5;    und    gute netzabdeckung  fahrradroutenplaner fuers fahren abseits von hauptverkehrsstraen gut nutzen  koennen 
0.5;  anke17 ltw17tolle veranstaltung  der kita riegelsberg  
0.5;mit freiem wlan soll  naechste woche  urban krankenhaus losgehen   alle landeseigenen kliniken sollen folgen
0.5;europaeische staaten sollten miteinander kooperieren  aber ihre eigenstaendigkeit sollten sie dabei nicht verlieren eu afd
0.5;wir sind die einzige partei die nicht von der wirtschaft geschmiert ist  wir nicht kaeuflich aber waehlbar 
0.5;heute ist tagdeswaldes      009f   008c   00b3     009f   008c   00bf     009f   008c   00b3  die alten buchenwaelder deutschlands sind einzigartig  und zaehlen zum   
0.5; marzahn eroeffnet die erste modulare fluechtlingsunterkunft 
0.5;jedes kind muss das recht auf schutz und ein sicheres zuhause haben  deshalb  kinderrechte ins grundgesetz 
0.5;wenn die oma nicht mehr zur sparkasse kommt muss der sparkassen bus zur oma kommen   parkstein ist das moeglich 
0.5;statt diesel fahrverbote fuer alle  staedten muessen saubere busse und taxi gefoerdert werden  spd dieselgate 
0.5;danke   warst toll und inspirierend  
0.5;fruehling  garten  kirschbaum 
0.5;das war mal wieder eine woche die   sich hatte  intensiv schoen ernst lustig weiterbringend  aber jetzt familienzeit 
0.5;gute stimmung beim fuballturnier der luebecker spd gerechtigkeit fuer alle wirmachendas 
0.5;unser antrag rueckkehr des landes hessen  tdl wurde von   amp  unterstuetzt  danke  
0.5;deutschland braucht keine atomwaffen  aerzteorganisation ippnw kritisiert panorama berichterstattung 
0.5;endlich  gwg verabschiedet  gute nachricht fuer mittelstand cdu wirtschaft
0.5;geld sammeln fuer sportprojekte fuer junge behinderte menschen    teilnehmer bei der jpmcc mit dabei
0.5;bienvenue macronpresident   punkte fuer eine   frz   agenda unter    
0.5;und cooler buergermeister von pittsburgh reagiert  wir sind fuer parisagreement und haben    clinton nicht trump
0.5;der orangene block bedankt sich fuer die moralische unterstuetzung beim aufraeumen nach g20hh2017 danke 
0.5;   soll das bleiben     009f      008d 
0.5;knaller zum ende der regierungsperiode  gibt  ende also nur die wahl zwischen piraten oder bertelsmann
0.5;das ist sehr sympathisch liebe gruene niedersachsen     00a0   00bd     00b8   008e  
0.5;herzliche einladung zum mundartnachmittag    september     uhr  gewoelbesaal von schloss goldkronach
0.5;fuer mehr netto vom brutto  afd vertritt die interessen der arbeitnehmer  mahe marzahn berlin hellersdorf
0.5;positives aus sachsen  landesaktionsplan fuer vielfalt  unter mitwirkung unserer linken querpolitischen sprecherin 
0.5;freundschaft statt abschottung  das gilt besonders fuer deutschland und frankreich  schoen heute mit premierminister   sprechen 
0.5; dann einen guten morgen  der     
0.5;herzliche einladung  die kanzlerin kommt  donnerstag    nach gieen auf den brandplatz  naehere infos  
0.5;verdaechtiger gegenstand  wbh gefunden  situation noch unklar aber uns geht  gut  vielen dank  die sicherheitskraefte fuer ihren einsatz 
0.5;wir freuen uns auf   anja zimmer  mabb  karolin schwarz   correctiv  moritz tschermak  bildblog  
0.5;gruene fordern breitbandausbau  laendlichen regionen 
0.5;gute idee  wir muessen schnell sein  richtung  mobilitaet und zukunftstechnologien 
0.5;ich wuensche mir  hohe wahlbeteiligung bkanzler mit einem plan fuer     00a0   00bc     00b7   00a9     00a0   00bc     00b7   00aa  keine extremisten  btag      fe0f  fuer den spaziergang btw17 
0.5;gottschalk  bams merkel  schulz    schulz sollte  mal mit dem papst versuchen  braucht das wunder  merkel ist das wunder     btw17
0.5;coolster geburtstagsgast  zeitfuermartin 
0.5;und ich sage danke dafuer dass ich fuenf jahre mit dir  einem strang ziehen duerfte  weitere fuenf jahr
0.5;ich schliee mich der forderung   203c   fe0f aufforderung  arte und wdr    tapfer  nirgendwo 
0.5; findet seit  jahren   schoene tradition auch mit vielen maennern bunte mischung   
0.5;wir diskutieren gutesklima nicht nur auf der  hier steht  und wann die naechsten runden sind  
0.5;der ltrlp wird nun zur persoenlichen sprechstunde fuer unseren  als veganer  dabei sieht  sehr gesund aus 
0.5;nicht nur ich sage  sondern auch europaeische gerichtshof fuer menschenrechte  egmr  hat dazu ein sensationelles urteil gefaellt 
0.5;ich bin unter  und  der stadt aufgewachsen  ich wette wir kommen bei der frage nach heimat nicht auf einen nenner 
-1;was mich  kapitelmans texten als mensch bei bautzen deprimiert sind die weinerlich beleidigten kommentare meiner nachbarn
-1;antisemitischer vorfall gegen reisende aus israel  scharf verurteilt  antisemitismus 
-1;2kein ergebnis ist das schlechteste ergebnis  kritisiert haengepartie  ber 
-1;jetzt schlaegt  aber   plattebleibt      
-1;bundestag sanktioniert verstoee gegen die netzneutralitaet nur lueckenhaft   heise online 
-1;sex dschihad  deutschland  wann werden die laemmer  loewen   dschihad vergewaltigungen sex 
-1;man mag sich gar nicht vorstellen fuer wieviel tausend tote der kriegswaffenlieferant der spd verantwortlich ist  
-1;nach biertrinken gegen rechts und kein sex mit nazis die naechste superidee der bildungsbomben von der antifa  
-1;hinter der polizei stehen die nazihetzer beim pride  prag      
-0.5;verkuerztes video von g20 protesten   manipulativ stellte das zdf einen polizeieinsatz dar 
-0.5; tage naechte sind keinem zumutbar  wart mal eben wie lange dauert ein durchschnittliches asylverfahren noch gleich g2
-0.5;sperrung der bundesstrae   irmtraud wird verlaengert 
-0.5;hatte einen solchen anruf aus tunesien vor  minuten   einfach ignoriert pingcalls 
-0.5;die freiwilligen feuerwehren uebten gestern den ernstfall  der fluechtlingsunterkunft toetensen  
-0.5;das kann nur merkel  ich bin dafuer weil ich dagegen bin   via 
-0.5;dank  jan thomsen fuer kommentar  g20  die eskalation ist eine blamage fuer die demokratie  via   
-0.5;bus kommt  minuten  spaet und ist proppevoll  tegelschliessen wettfahrt 
-0.5; einen fluechtling taeglich mit dem taxi  seiner arbeit  kutschieren zahlt osnabrueck ueber   euro  monat  htt
0;was fuer ein unterschied  
0;jetzt live auf  debatte  laermschutz  sportanlagen  fuer uns redet  
0;die kollegen von  haben sich redlich bemueht   bleibt gefuehlig unverbindlich  postfaktisch
0;wer ein starkes bayern  berlin haben will der muss mit beiden stimmen afd waehlen  
0;  nrw  jetzt nur noch daumen druecken fuer links fuer eine linke opposition gegenueber einer groko 
0;seltsame darstellungen  der bamf statistik  auch kinder unter  jahren werden teilweise als maenner gefuehrt 
0;darum geht  heute  verwaltungsgericht stuttgart  hintergrund vom kollegen  
0;peer steinbrueck haelt seiner spd den spiegel vor 
0;  pinkeln kuehe eigentlich weniger wenn man sie auf mehr staelle verteilt 
0;auf zum pitch day  hier koennen start ups investoren kennenlernen 
0;ich habe ein neues video auf facebook gepostet 
0;die klassenfahrt geht weiter  der hauptausschuss auf baurundfahrt beim ber  agh 
0; dann sind parl  geschaeftsfuehrer also fuer alles qualifiziert      009f        
0;gegen   beginnt die debatte dazu  bundestag 
0; grins  ist die lage 
0;pro tipp fuer einen heien tag wie heute 
0; meinerseits kurze twitterpause agh 
0;gut  wissen krabbensalat 
0.5;augenhoehe  
0.5;hallo  neukoelln  ihr habt  der aktuellen ausgabe ganz oft september mit november verwechselt    009f        
0.5;dieser vorsto ist ueberfaellig  
0.5;gbr koennte tatsaechlich mal wieder vorne mitmischen       009f        esc2017
0.5; wie hoch ist normalerweise anteil der gueltigen stimmen     der gesammelten  thx
0.5;habe heute  tallin der stadt des  gipfels den deutschen teil der nationalbibliothek eroeffnet   deutsche sprache verbindet europa
0.5;das hilft dem klima   und den franzoes  akws  daher muss das aus von schrottreaktoren  eu mit verhandelt werden 
0.5;sehr sehr viel nochmehr 
0.5;wir wollen eine freie gesellschaft sein      wahlarena17 termine   
0.5;plakate fuer unsere veranstaltung mit wolfgang bosbach sind   
0.5;investitionen  steine und beine  jede entscheidung wird  team gefaellt  fuer einen vfb mit jeder menge zukunft  aomv
0.5;die peking wird kein normales museumsschiff sondern exempel fuer die globalisierung  dank  wieder      26f4   fe0f 
0.5;vollbeschaeftigung und wohlstand fuer alle  mehr ludwig erhardt geht nicht    regierungsprogramm
0.5;stuttgarter halbmarathon geschafft     009f      008d  und die passenden schuhe zur medaille     009f       
0.5;sportanlagenlaerm ist kein laerm sondern gehoert zum sport dazu  jetzt haben wir die vorschriften gelockert  endlich  
0.5;plaedoyer  donald trump sollte edward snowden begnadigen julian assange ziehen lassen und geheimdienste zuegeln  
0.5;digitalisierung muss gestaltet werden  sie braucht gute infrastruktur und sie braucht regeln spd
0.5;bundestagswahl   immer mehr innere sicherheit  
0.5;auerdem    mill   fuer sanierung haeuser     landesamt fuer verbraucherschutz    veterinaermedizin  stendal 
0.5;auf geht  
0.5;wir muessen darauf hinwirken dass alle die berlin gro machen wollen nicht nur die kommunalen gesellschaften schnell bauen koennen  
1;klare stellungnahme der ekd  begruet ehefueralle  vertrauen verlaesslichkeit verantwortung   
1;statt fuer ruestung lieber  bildung und damit  die zukunft des friedens investieren  antikriegstag 
1;staendchen fuer geburtstagskind  happy birthday  amp many happy returns     00a0   00bc     00be        00a0   00bd     00b2        00a0   00bc     00be   00b6     00a0   00bd     00b2   009a     00a0   00bc     00bc   00bb  
1; danke   und trotzdem hat  recht  
1;erster wahlgang  frankreich mit anlass zur hoffnung fuer die   pulse  europe reit symbolische mauern ein
1;gute stimmung und gute gespraeche mit  beim hessenfest  natur und umwelt wichtiger punkt fuer den hessenplan reloaded
1;glueckwunsch  erster toller schritt fuer doro schaefer  der zweite ist  schaffen  
1;nrw wird halt gut regiert  wir haben die kraft  
1; heute  mainz mit einem klaren bekenntnis zur hausaerztlichen versorgung  danke fuer den besuch  https
0.5;  berichte  innenausschuss jetzt fertig  jetzt beginnen wir mit der debatte der gesetzentw  rfe workworkwork ltby
0.5;mitmir90prozent spd vorm  allende center  morgen ist btw17 btw2017 btw jetzt nochmal mobilisieren  wahl spd
-0.5;parteispitze  zwingt landeschef    braunkohle  amp  klimazielen zum treueschwur 
-0.5;b1908 nachtrag  spontanmarsch  falkensee neonazis aus dortmund waren offenbar auch dabei 
0.5;  llt  neuen schuljahr noch mehr unterricht aus  nein  verspricht bildungsminister tullner   interview
0.5;offene    bei   danke  alle jungen leute  die verantwortung    unser aller sicherheit   bernehmen
0;die saalfelder dabantifa ist auch  themar dabei    antifa the2907
1;bemerkenswerter kpv landestag   mit   zum neuen landesvorsitzenden gew  hlt und mitrei  ende rede von  
-0.5;das foxhole hostel  neuk  lln wird trotz verbot weiter beworben und betrieben     ndigt   umung   bvvnk
-0.5;bei hartaberfair  wurde rolle der medien vor btw17 kritisiert      darf nicht nur  quote 
-0.5;seehofer  der familiennachzug muss    diejenigen  die nur vor  bergehend schutz genie    ausgesetzt bleiben 
0.5;als abgeordnete verstehe ich mich als ihre stimme  berlin und setze mich mit vollem einsatz    unsere sch     
0.5;voller zugang zum europ  ischen markt ist   berhaupt kein problem  nennt sich    brexit hammond 
0;bienvenue    berlin  der neue franz  sische innenminister  zum antrittsbesuch bei amtskollege demaizi        00a0   00bc     00b7   00ab     00a0   00bc     00b7   00b7     00a0   00bc     00b7   00a9     00a0   00bc     00b7   00aa 
1;herzliche       viel    und gesundheit    653c   3e64   613c   3e30   623c   3e63   653c   3e64   623c   3e63   623c   3e61   653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   383c   3e61 
1;sehr sch   bild text dokumentation der christlichen bedeutung der ostertage 
0.5; gibt   sungsans  tze  die realistisch sind   den menschenrechten gerecht werdenrefugees
-0.5;afd bayern chef petr bystron wusste sofort  wer den bvb bus gebombt hat  hat  sich schon bei lahm entschuldigt 
0;viele niedersachsen sitzen bei dem heutigen treffen vor der bundespr  sidentenwahl  der   reihe  auch 
1;wir machen deutschland stark anstatt  schlechtzureden  der arbeitsmarkt brummt weiter 
1;   ckwunsch  sven 
1;habe ich ebenfalls unterzeichnet  herzlichen dank    die initiative  und 
0.5;sehenswert   befragt     
0; die antwort ahnen sie wahrscheinlich auch 
1;  deutschland steht  gut  wie noch nie  schauen sie sich mal  der welt  
-0.5;    sind ressourcen ersch  pft  earthovershootday  jedes jahr verschiebt sich   tag nach vorne  movethedate 
0.5;wir bauen    bessere stra    rlp  doppelhaushalt ltrlp fakten dazu     
0;jetzt ausgraben der kirmes zum auftakt zum einricher heimatabend  bartholom  usmarkt  katzenelnbogen
0;meine rede  den leitlinien krisenpr  vention  frieden machen mit ziviler konfliktbearbeitung
0;  das gibt   dass die koafraktionen nicht exakt derselben meinung wie der senat sind  wir sind die legislative  senat ist die exekutive 
-0.5;bundespr  sident joachim gauck bef  rchtet russische einmischung  bundestagswahlkampf 
-0.5;debatte dreht sich  kreis  standpunkte sind ausgetauscht   
0;gut besucht war die veranstaltung mit dem film als paul   ber das meer kam heute abend  lothar bisky haus  der   
0.5;real zaubert schon wieder  asensio supercopa
0;das diesj  hrige tier der mela ist die honigbiene  
0.5;   wir haben den mindestlohn eingef  hrt und damit hunderttausenden ein besseres einkommen und eine bessere rente erm  glicht      009f      00aa 
-1; geht  bau  nicht  besitz  das   ssten sie wissen  ihre unterstellungen   ren auch bei der afd gut aufgehoben 
0;live dabei   leipzig diskutieren politik  medien und wissenschaft  wem geh   der rundfunk  hier stream
0.5;heute    und ich bin jetzt naturfreund  berg frei 
0;wissmanstr    ende   nnte eine infotafel stehen     bez    rgermeisterin   giffey  umbenennen muss das ziel sein
0;linker wahlkampfabschluss  g  rlitz    ein soziale politik   mit  und  
0;  erkl        chtlingskommissar selbst empfiehlt die dublin   berstellungen auszusetzen  ltlsa
0;theory  mind war letzte bastion unterschied mensch tier  auch diese jetzt gefallen  pferde wissen  was  wei  
-0.5;   heiko maas gelesen    wirklich erstaunliche parallelen    den komplett ungebildeten minister  oder absicht 
-1; youtube filmchen oder videoclips    die eigene homepage sind toll   kann jede  jeden mist behaupten  gegenrede geht nicht  nurmalso
1;herzlichen   ckwunsch     00a0   00bd     00b8   008a 
-0.5; nur  asylantragsteller     die wir zwingend zust  ndig waren  alle anderen waren schon vorher sicher  afd
0.5;plenum ist rappelvoll  jetzt gehts los mit ehefuerralle bundestag
0;fangen wir mal oben    
-0.5;gutes beispiel von  daf    warum spontane wutreden selten eine gute idee sind    bvbanschlag afd
0;  millionen euro    sanierung von schulen  kreis euskirchen  via 
0; das mit dem wechsel denkt sich euer chef  auch  schnell von   sseldorf nach berlin      009f       
-0.5;wie nennt man das wenn polizist    sog  gewerkschaft   tig aber als rechter scharfmacher mit echtem steuergeld bezahlt wird  wendt dpolg
0;peter steudtner  haft  ein abendgel   gegen das vergessen
0;   gesetzliche rente   rken oder private vorsorge erzwingen  nahles will eine pokerrente einf  hren
-1;banken  amp  versicherungen rendite verschaffen  parlamentarische kontrolle ausschlaten  amp  die allgemeinheit muss zahlen
0;zum abend noch eine lekt   
0.5;gute nachrichten    die spd  auch  der aktuellen forsa umfrage ist die partei noch nicht unter die    marke gerutscht 
0;war heute  einer waldpolitischen podiumsdiskussion bei einer tagung des deutschen forstwirtschaftsrats    
0;internes papier der bundesregierung    syrer   rfen ihre familienangeh  rigen nach deutschland nachholen
-1;meine nachrichten geh  ren mir  der staatstrojaner macht unsere freiheit kaputt 
-1;obdachlosen get  tet und angez  ndet     siebeneinhalb jahre haft afd h  tter
0;zehn punkte plan   gr   stellen bedingungen    koalitionsvertrag
1;danke  alle polizisten  unsere solidarit   geh   ihnen  und zwar uneingeschr  nkt 
1;   gut gemacht 
-1;statt   rgerrechte  verteidigen dulden spd     hamburg rechtswidrigen polizeieinsatz gegen genehmigtes camp
1;moin aus   beck und einen guten start  die woche 
0;der zweite spot der spd zur bundestagswahl 
-1;mit welchem deal wurden rot und    denn  eingekauft    die nutzlose pkwmaut   
0;damit die palmen  w  rlitzer park den winter   berstehen  werden sie ins palmenhaus gebracht  gar nicht  leicht 
-0.5; der baw   fordert ein nachtflugverbot  senat ist beim schutz der   rger innen  der pflicht 
-0.5;    warum schont die neue stoffstromvo des bundes grossbetriebe und belastet kleine 
0.5;schwarzer block zeigt  wie die bessere welt wirklich aussieht     danke  amp  stay safe  welcometohell g20hh17
0.5;besondere ehrung    hans   mbgen und gerd   llberg
-0.5;den   chsten schritt will man sich nicht ausmalen  afd
1;  ckwunsch  unsere alten und neuen fraktionsvorsitzenden   und  mit grosser mehrheit wieder gewaehlt     009f   008e    
1;sehr  empfehlen     00a0   00bd     00b1   008d 
0.5;heutiger lieblingslacher aka primetimeline mit  und  
0.5;gute berliner bilanz  arbeitsschutz   neuer bericht von senatorin  jetzt vorgestellt 
0;tillerson  usa  kontakt mit nordkorea wegen atomprogramms  eilmeldung
0;spd startet  tierpark  den wahlkampf   ndr    nachrichten   schleswig holstein   landtagswahl 2017
0.5;jetzt wird  sportlich  politikteam heute beim wettkampf    jedermann feuerwehr callenberg  langenberg  mal sehen  was wir rei      00a0   00bd     00b8    
1;guter kommentar  teile ich gern die konsequenzen der fahrl  ssigkeitspolitik der letzten jahre sind  deutlich   
-0.5;kollatz ahnen  wir werden   milliarden euro pro jahr investieren  dass sind  mio  mehr als die koalition vereinbart hatte  agh
0; tja   ist das leben
-0.5;wir brauchen eine klare identit  tsfeststellung   wissen  wer ein syrer ist und wer sich nur als einer ausgibt  afd hartaberfair
0;und auch heute sind wir wieder mit dem etwas anderen infostand  der innenstand von minden  gerechtist postnachberlin
0.5;solar schl   klimakiller kohle  solarkraftwerke mit speicher sind  kosteng  nstiger als neue kohlekraftwerke 
0;ausgabe kempen  kreishaus trifft bundestag
1;die detmolder spd hat ein tolles osterfest    familien  palaisgarten organisiert  der osterhase hat auch   
0;gleich spreche ich mit sch  ler innen der jfk schule   ber die klimapolitik von r2g   way  zehlendorf        00a0   00bd     00ba        00a0   00bd     00ba        00a0   00bd     00ba    
-1;letzte nacht gab  einen brandanschlag auf eine bewohnte gefl  chtetenunterkunft  kremmen  oberhavel  hier wurde der   gliche tod   
0;sebastian steineke mdb   meine woche   sekunden f  rsieda cdu  via 
-0.5;sturmsch  denbeseitigungssonntag gartenkram
-0.5;hetze auf facebook  rentner wegen beleidigung von dunja hayali verurteilt   spiegel online   kultur
0.5;gemeinsamer europ  ischer optimismus    empf  ngt   aus spanien 
0;spd  linke anh  nger klar gegen die kreisreform der landesregierung brandenburg vibb
0;morgen geht  weiter  nsu pua zum thema nabe mit polizei  lka und  justizministerin  mehr dazu hier 
-1;g20ham17durchsuchungen bei polizeibekannten linksextremisten  gef  hrliche gegenst  nde sichergestellt information 
-0.5;  fehlende reform und demokratisierung ist gro   problem aber sanktionen   hren eben auch nicht dazu 
0;    schaun wir mal was der   hler   hlt     009f      008e 
-1;  gen   nig preuss zahlt erst nach   ndungseinleitung    und dann nicht mal alles 
1;sch  nes wochenende    
-0.5;wer hat  weggesehen 
0;sigmargabriel schl   gerade vor  dass martinschulz kanzlerkandidat und parteivorsitzender werden soll
-1;opfer der eigenen  jahrzehntelangen bildungspolitik  
0;die schilleroper muss bleiben  unser appell zum tag des offenen denkmals 
-0.5;meine empfehlung  dgb chef hoffmann zum wahlprogramm der union   man muss hart sagen  gerecht geht anders
0;jetzt thema   grundgesetz  nderung    parteienfinanzierung   mit  info 
-0.5; der polizeistatistik landen bisher  wenige   lle  weil nur selten anzeigen erstattet werden afd
0.5;klimaschutz  amp  energiewende   wahl  energieeffizienz    denn klimaschutz geht uns alle  
-0.5;      entgleisen aber gerne  vorsicht  traudichdeutschland
1;gute nachrichten    den internationalen freundeskreis     salzbergen 
0.5;spannender longread von  und   rgen scheele  digitaler innovation  autos  jobs  grundeinkommen 
0.5;demn  chst glitzernd unterwegs    
1;ein irres gef    gerade bin ich vom vorstand meiner partei zum kanzlerkandidaten nominiert worden  ich bin dem  tig und dankbar 
0;demoradio mit aktuellen infos  hal0105   uhr bei  auf   ukw bzw   stream auf radiocorax 
1;freue mich  dass    die union auch hape kerkeling bei der bundesversmmlung war  toller typ 
-1;entzogene akkreditierungen bei g20 und die offene frage  wie man  gravierende fehler  zukunft vermeiden kann 
1;prima und kleine sensation  der schweiz  gr   gewinnen erstmals regierungssitz bei kantonalwahlen von der fdp
0;vorbereitung jahresempfang der  laufen cdu agh
0.5;sei dabei 
1;dagmar freitag hat das direktmandat       die spd geholt 
0;jetzt noch ein bisschen haushalt  einzelplan    koa  und dann jugendhilfeausschuss  erfurter rathaus  wird also nicht langweilig  
1;ich freue mich auf das gespr   mit  und den schulleiter innen meines   gibt redebedarf  wir   ren   spd
-0.5;macht der anstieg des dowjones aus einem menschenverachtenden egozentriker einen guten politiker  hartaberfair
-0.5;spd weiter gegen innovationsprinzip    neue gentechnik  aufrecht bleiben gegen diese nacht   amp  nebelaktion 
-0.5;rhein  wenn innenminister einsch  tzung des ministeriums wieder gibt  macht  sich dies nicht automatisch  eigen  nsu hlt absurd 
0.5;noch bis  uhr haben sie die wahl  btw17 denkenwirneu schauenwirnichtl  ngerzu
-1;pegida sympathisant erfindet ihn bild enth  llt den fre  gass sexmob  alle anderen ziehen nach und jetzt  alles   
1;mehr demokratie wagen 
-0.5; tage schwarz gelb  nrw   fehlstart  entscheidenden zukunftsfeldern  meinen  und  
-0.5;damit ist wohl klar  dass schr  der bei  abgekupfert hat und nicht andersrum 
1;sehr sch    weidemilch label immer erfolgreicher   niedersachsen gr   gr  nland gehtdoch
0;jubil     ttingen        mit dem bayrischen landesvorsitzenden duin  kreisvorsitzenden koc
0;heute abend noch nichts vor  schau dir den   ngsten wahlspot der welt    btw17 denkenwirneu
1;ganz herzlichen   ckwunsch     aufrechte linke stimmen wie deine  amp  die von  wird die neue    fraktion brauchen 
0;wahl krimi  freiburg  holt andreae das direktmandat  
-1;das ist mit das heftigste video von polizeigewalt bei g20
-1;keine kleinigkeit  jenseits des guten geschmacks und   erhalb meines verst  ndnis    den politischen wettbewerb 
0.5;auf geht   socialmedia science    institut    marketing  hamburg 
0;wirtschaft   molkerei  bad bibra bleibt  gespr  
0.5;der wahlabend sendet botschaften weit   ber niedersachsen hinaus  kommentar  ltwnds17
0;adde mich bei snapchat  nutzername  stein sebastian
-1;afd sackt  aktueller umfrage zur bundestagswahl auf  prozent 
0;  uhr beginnt der landesparteitag der   kassel     geht   die listenaufstellung zur bundestagswahl  lpg2017 spd
-0.5;tegelschliessen weil steigender flugl      anwohner nicht mehr auszuhalten ist  amp   gutes konzept zukunftxl gibt
-0.5; auf dem zukunftez blog   ber den seiner meinung nach gef  hrlichen paradigmenwechsel der    
-1;n  rnberg verbietet gauland  auf afd veranstaltung  reden  das ist ein angriff auf die demokratie zensur
-0.5;innensenator    mai wird nicht   llig friedlich  berlin
0.5;wir   sentieren gleich unseren wahlprogrammentwurf  der spitzenkandidat ist schon bereit  btw17 
-1;afd skandal der ganz besonders widerlichen art 
0;was ich auf facebook sagte 
-0.5;     die   sen ideologischen wissenschaftlichen studien 
0;die auswirkungen von mietpreisbremse und bestellerprinzip   
-0.5;mitunter kommt das geld auf verschlungenen pfaden den radikalen islamisten zugute 
-0.5;struggle  wenn man perfekte geburtstagsgeschenke     kleine schwester gefunden hat  aber nicht   ber twittern kann  weil sie einem folgt 
-1;    wenn die polizei mit aggressivit   friedlichen demonstrant innen gegen  ber tritt    nnen wir das nicht dulden linkelpt
-0.5;euro erfolgsstory   teil  die griechische staatsverschuldung betr     prozent der wirtschaftsleistung  rausausdemeuro afd
0;mit dem veto zur geplanten justizreform tritt polens   sident duda aus kaczynskis schatten 
-0.5;wird zeit    die   rgerschaft  strassenreinigungsabzocke und netzdg stehen bei mir   sollte ich   cheln liegts  husten  nicht  thema
-0.5;abschiebestreit  armenierin   cdu fraktionsvize    ministerin spiegel zieht fall nach gutsherrenart  sich
-1;prof  edenhofer vom    den usa wird  wegen niedrigen gaspreisen nicht    ckkehr der kohle kommen   trotz trump g20   
-0.5;lieber den entwurf des afd wahlprogramm  zur bundestagswahl btw17 selber lesen  als sich verschulzen lassen
-0.5; deutschland werden auch deutsche soldaten als   chtlinge anerkannt afd   hlen rechtstaat wiederherstellen 
0;kleine blogserie zur ethik der digitalisierung  maschinenundmoral1 haben roboter ein geschlecht      00a0   00bd     00ba   00ba     00a0   00bd     00ba   00b9     00a0   00bd     00ba   00bb 
0;tag   rostock  alles muss raus 
-1; mit wem hatten sie   tun  als sie nicht  unqualifiziert schrieben  lasttweet
-0.5;die umstellung ist nicht mehr zeitgem      finde ich 
0;  rgeramt konzept der afd mahe   afdberlin marzahn berlin hellersdorf btw17 kaulsdorf biesdorf mahlsdorf
0;cafe trinken  caf   mon    mit mechthildrawert  spd  ibo und   rgerinnen 
-0.5;huch  die verteidigungsministerin ist  verteidigungsausschuss  ungewohnt   
-1;linker terror ist kein    protest     mit der verharmlosung der militanten antifa    endlich schlu   sein g20ham17
-0.5;prantl  eine versammlung mit eintritt ist keine versammlung   sehe ich das auch  themar thr1517 th  ringen
1;danke    warst toll und inspirierend 
0;zippert zappt  schulz     punkte plan enth      punkte
1;ein   berragender wahlsieg und regierungsauftrag    die cdu schleswig holstein und daniel   nther bei der   
0;          jetztistschulz  zeitf  rmartin  meinespd
-0.5;unsere brosch    steuermafia  amp  dunkler seite der macht panamapapers luxleaks mit antoine deltour  amp   
0.5;wer trump ablehnt  muss ceta nicht gut finden  richtig  guter text auf boell 
-0.5;cannabis  freigeben  drogenpolitik  gescheitert   schreibt der bundesregierung  vorab auf 
-0.5;die mdhb oelschlaeger  afd  schl   gerade vor alle gleichstellungsbeauftragten abzuschaffen hhbue
0;das bremer musikfest gastiert  kiekeberg  freitag    september    uhr 
0.5;andreas otto mda besichtigt das tiny house     nes wohnen neu interpretiert    
1;liebe kids  heute ist zum   mal euer tag  wir   nschen einen sch  nen weltkindertag  hintergr  nde bei  
-1; der union geht  gerade drunter und   ber  kaudert und merkel scheinen wenig miteinander  reden   ehefueralle
0;cannabis  stra  enverkehr  wie wird rechtssicherheit geschaffen    cannabispatienten  hat nachgefragt
0.5;foodsharing festival   der malzfabrik  nachhaltigkeit  gesunde ern  hrung  sich   nderndes konsumverhalten
-1;berlin kann wohl das   rkische referendum   ber die todesstrafe  deutschland verbieten 
-0.5;  nfter armuts  und reichtumsbericht   handeln  statt zur  cklehnen und relativierenarb armut armutsbericht   
0;bilder  kasten    fedidwgugl btw17
0.5;die nrwkoalition legt los     ndigt programm zur rettung der kita   ger  nrw  
-0.5; dir frage ist     dannauch nicht kneifst  wenn ich erfolg habe    
-0.5;gibt  jetzt etwa auch keine taschent  cher mehr gratis  der apotheke dazu  wenn medikamente gekauft werden 
-0.5;aha ausgerechnet der herr wendt hier braucht  sofort aufkl  rung   sache   
0;man fragt sich   der unterschied von     cke  amp  udo voigt ist  sie hat  lange akzeptiert 
0.5;hessens landesregierung will mit neuer beauftragten rechte der kinder   rken
-0.5;die gedankenwelt der afd anh  nger  lager  umerziehung         homophobie
-0.5;hebammenmangel  berlin ist eklatant  geburtsversorgung mitsamt vor   amp  nachsorge muss gesichert sein  
-0.5;  ngt  gut    
0;meine antwort auf merkel  der bilanzdebatte des deutschen bundestags btw17
-1;   war damit unfair gegen  ber den opfern   war ein schlag ins gesicht
1;heute ist weltblutkrebstag  hilf dabei  leben  retten und registriere dich bei dkms  als stammzellenspender 
0;bmwi  startet neu  testen sie unsere neue website und diskutieren sie dar  ber mit uns  beta blog  gutbetabesser
1;herzlichen   ckwunsch auch dem vorstand der  nettetal 
-0.5;wenn das familienticket maximal  erwachsene und  kind beinhaltet  bist   deutschland 
0.5;freue mich auf input und meinungsaustausch mit den frauen   was bewegt sie und    hlen sie sich benachteiligt 
0;der  macht noch einmal die unterschiede zwischen cdu  amp  spd deutlich    btw17
