Column1;Column2;Column3;Column4
525;920673211628642304;;politik ist nicht meckern  sondern mit inhalten gestalten  das haben die jusos gestern gut vorgemacht  glueckwunsch  
526;907287660733063168;;  minuten   und  live gespraech   hbgabriel  btw17 spd 
527;881940518619545600;;foerderungen fuer kitas bad kleinen und warin uebergeben  kluge entscheidungen vor ort  investitionen  die zukunft 
528;897555772434984960;;meine stimme wird  haben fdp bundestagswahl2017
529;831803308541083648;;guten morgen aus berlin  heute hat bundesregierung verbesserungen bei rente beschlossen  1angleichung ost west 2erwerbsminderung
530;889581692222099456;;mit dem veto zur geplanten justizreform tritt polens praesident duda aus kaczynskis schatten  
531;839559594418573312;;herzlicher empfang neuer mitglieder
532;892629685598908416;; grins  geht mir genauso  alles aufgeloest 
533;905787088766980096;;hessen unterstuetzt kommunen  foerderprogramm fuer schwimmbaeder ist wichtige hilfe hlt    
534;827919506265821184;;manchmal tut gewaltenteilung weh  aber das ist gut     
535;880730795006152704;;tja   der  recht hat hat  recht  ehefueralle 
536;890858635852750848;; jahre stormini  festivalstimmung  reinbek  
537;900985803802804224;;interview mit    geiz ist geil gilt leider auch  der wursttheke   premium  
538;825013723219783680;; gedenken  die  nationalsozialismus verfolgten und ermordeten homusexuellen  
539;829956235684352000;;django eroeffnet die berlinale2017   ein gelungener auftakt  meint unser kino experte vor ort   
540;824953025559158784;;super spd forderung  bayern  skandal  spd verlangt sonderermittler  hatten wir  erst   
541;823898859030056960;;meine hochachtung vor sigmar gabriels entscheidung und meinen herzlichen danke fuer die hervorragende arbeit     
542;884070334235803648;;familie wieder vereint  kinder sind froh  dass ihre mamis und papis wieder heil  hause sind  g20ham17 
543;866245078213423104;;kohleausstieg feiern bei bestem wetter 
544;898593505043333120;;auf der rambla stehen rechte identitaere  spanier rufen  nazis raus  faschisten raus  
545;869576061616611328;;man muss sich eben immer den richtigen vergleich suchen          
546;915115793574236160;;der countdown zur wiedereroeffnung der  laeuft  staatsoper 
547;902255763414028288;;rechtsextremismus   tote  die nicht zaehlen 
548;831413154718552064;;nachgefragt  angriffe auf partei  und abgeordnetenbueros    quartal   ausfuehrlicheauswertung 
549;867621274394275840;;gruene landtagsabgeordnete treffen beim besuch des heidelberger montpellier haus die gruenen bewerberin anna    
550;914088759079112704;;eben gesehen   insuedthueringen  app   mit dem strom schwimmen und gegen ihn 
551;876856200448671744;;wie immer bei der spd halt teure versprechen   all    aber wer bezahlt 
552;880342992711815168;;ltsh spd   ralf stegner  top   keine dynamik  die schwarze ampel bildet einen pruefausschuss  wir wollen    
553;840196682839142400;;darum waere die einstufung der maghrebstaaten als sichereherkunftslaender  wichtig gewesen  
554;879654252498620416;;ehe fuer alle das tritt nach meiner kenntnis ist das sofort  unverzueglich  merkels schabowski moment 
555;838429852294397952;;zdfheute   nachrichten groartige erfahrung  tolle  kreative junge leute  was die   std umsetzen  hoheenergie  
556;913139053234720768;;weil populistinnen sich mit sachlichen vorschlaegen nicht auseinandersetzen  alteflascheleer 
557;857948989378965504;; macht wieder spa rechenschaftsberichte  halten    auf dem bpt17
558;887766537796558848;;volksliedersingen der sudetendeutschen landsmannschaft  schloss goldkronach  
559;844100531870228480;;  hat das jemand behauptet 
560;869556216346923008;;mein auftritt gestern  aus dem bundestag mit peter brinkmann themen  nominierung  tegel  einheitsdenkmal teil  
561;904293593787101184;;voellig irre diese sogenannte journalistin der taz politik  wahlkampf sei falsch presseclub
562;858624311711674368;;komm  schaffste  ist nicht mehr weit    duesseldorf gruene metromarathon anfeuern 
563;859788258481512448;;rechtsgutachten    zur schweinemast  konventionelle schweinehaltung gesetzeswidrig  
564;883493783224143872;;anwaelt innen des  werden  der gesa massiv bei ihrer arbeit behindert  gemeinsam gegen repression  nog20 
565;855739797419302912;; berlin lichtenberg wurde auf einen  geschossen   einschussloecher  scheiben  aber keine verletzten  
566;913800694989238272;;    habe den tweet jetzt erst gesehen  war sehr schoen  fast neben dir  sitzen  
567;873577921088282624;;unserioese prognosen  mit hochrechnungen ueber  jahre ist fast jedes ergebnis erzielbar durch eine geringe variation der grundparameter    
568;893464649303293952;;der deutsche traum von der deindustrialisierung 
569;878616259159576576;;ein absolutes muss fuer alle afdler  
570;890330104529924096;;   aufnahmezentren   aussengrenzen  stichtagsregelung  kontingente  faire abkommen mit afrik  staaten flucht  esi
571;880360792935235584;;  sie behaupten also  die polizei luegt   welche grundlage hat diese behauptung denn  
572;833973938065645568;; keine  die etablierung der ditib war    kohl cdu
573;884670147713216512;;bemerkenswerter diskussionsbeitrag des ausbilders von herrn dudde  
574;894505668329299968;;dreifragenan awo bundesvorstand wolfgang stadler  wie buergerschaftliches engagement staerken  awobtw2017 btw17 
575;901540523831418880;;das ergebnis muss ihnen jetzt aber nicht peinlich sein 
576;888448545422012416;;bayern mal wieder  die csu will ermoeglichen  alle fluechtlinge bis zum ende ihres asylverfahrens  lagern    
577;906196866001403904;;martin schulz  bamberg  mehr als   menschen  
578;864892629246410752;;   schaffen sie anreize fuer unternehmen  frau wanka  damit die wieder mehr ausbilden  berufsbildungsbericht
579;864815549938847744;;wir haben jetzt einen huggingpoint bei     
580;887303967482490880;;eroeffnung des deutsch russischen dialogprogramms  omsk   jetzt begrueungsrede lesen  
581;881425803929673728;;sehr schoen  aber  geht noch was nach unten  
582;880040456545067008;; vor erstem mord gab  hinweise  den vs zum nsu    linke  sprach  nun  
583;874174889766387712;;wieder ein merkelant  
584;838855011987820544;;ein herzliches willkommen den neuen  
585;902134432575967232;;   oepnv symposium  nordhausen   die neue woche beginnt  ifa museum  nordhausen  der verband deutscher    
586;914207066935500800;;mitgliederansturm nach btw17  werden auch sie nun  mitglied  krefeld   
587;906809033251835904;;monika herrmann die frau  die kapitalismus mit gutem geld besiegen will 
588;833668089279549440;;dieses anliegen liegt mir  herzen  bitte hier unterzeichnen  
589;847133893320937472;;nach dem hauptausschuss noch ein kurzer besuch bei der jeder tropfen zaehlt informationsveranstaltung agh r2g 
590;913708428085940224;;nach heutiger sgk landesvorstand sitzung  duesseldorf nun zum 375jaehrigem jubilaeum des gymnasium petrinum  dorsten  gratulation  
591;859733859642077184;;gute nachricht fuer alle mieter  alle informationen zur mietpreisbremse   
592;879990334889103360;;  sie sollten vielleicht zur kenntnis nehmen  dass ihre vorstellung von ordnung fernab gesellschaftlicher realitaet ist 
593;901000004386656256;;klare sache  wer keine pkw maut will  gibt    september seine stimme   mehr   
594;838103577251860480;;nachhaltige wohnungspolitik braucht reformen auf bundesebene spekulationsbremse gemeinnuetzigkeit r2g 
595;845944038591221760;;das vorgehen von behoerden  fall amri wird immer dubioser  immer nur beobachten statt   aufenthg nutzen und ausweisen  warum 
596;845195250842816512;;wir wollen sexualisierte gewalt auch  breitensport aus der tabuzone holen  die sportvereine  deutschland    
597;912044420882681856;; liegen wir ueberhaupt nicht auseinander 
598;873260649798926336;;irgendwann werden  die menschen total absurd finden die meere    unnoetig   vermuellt  haben  unoceanconference
599;836897184364826624;; meiner aktuell erschienenen broschuere stelle ich meine arbeit als bundestagsabgeordneter zwischen  und    
600;897899556041392128;;feierabend        institut fuer marketing  hamburg  
601;836288912431669248;;block  des akw gundremmingen abgeschaltet  gundremmingen atomenergie
602;905123217366536192;;werd ich mir heute abend mal anschauen   scheint sich  lohnen 
603;819480558438858752;; mueller   mrd   fuer schulsanierung  den naechsten  jahren  bildung ist wichtig  schulen als dreh   amp  angelpunkt fuer integration r2g
604;901425366656536576;;der livestream hat angefangen  nachher kommt    btw17 2fuerbo spd bochum 
605;870545966583214080;;sitzung des bundesrates heute mit bgm   senatoren frank horch und   staatsrat   
606;845960063403610112;;jetzt wird  wirklich schwierig    
607;890893153070444544;;sieht sehr erfreulich aus nur noch ein bisschen  viel fuer die gruenen starke     waere genug 
608;890195840459059200;;rot rot gruen  umfragetief  die politische stimmung  der stadt passt zum wetter 
609;911565815387951104;;endspurt  laeuft  wrangelkiez mit  erststimmebayram darumgruen btw17 
610;910422304018063360;;gruene praesentieren auch  ltnrw immer wieder gerne ihren wunsch nach steinzeitlichen verhaeltnissen afd nrw 
611;894938763272519680;;muldental  fahrt    wuenscht sich strahlkraft fuer oepnv sachsen   abgehaengte wieder verbinden   
612;863352347061301248;;wannacry  nach cyber attacke fordert  microsoft nutzer  update auf   
613;878280215234883584;;die cdu sollte sich mit ihrem anti themen wohlfuehl wahlkampf mal nicht  sicher sein  das kann schnell kippen 
614;861112958251929600;;und  ich gerade dieses schoene bild auf meinem handy gefunden habe  habe ich schnell einen artikel fuer die    
615;880678242692337664;;stream stuerzt   wahrscheinlich  ganz gut  dass ich mir den quark von steinbach nicht komplett anhoeren musste 
616;844078289207676928;;moin   tage hlt freue mich auf kolleg innen   amp  ueberwiegend auch von    
617;916302640430157824;;gratulation aus dem kanzleramt  herzliche glueckwuensche  sie koennen uns mal        
618;864057689386758144;;huih  spd  nordfriesland will albig  amp   loswerden  schreibt  unter berufung auf  
619;873949506877915136;;regierung verspricht unser programm nach der wahl umzusetzen  das ist populismus luege haette sie laengst machen koennen 
620;836352468447539200;;wir sind deniz   freedeniz 
621;920179187662704640;;gesetze bei braven penibel anwenden  amp  sich von weniger braven austricksen lassen  staat verliert glaubwuerdigkeit 
622;834130301169307648;;gute runde heute  
623;884098289850888192;;aber lassen wir doch einfach mal einen juristen und cdu anhaenger  wort kommen    nog20hh 
624;880721757950357504;;wir erleichtern bildung amp wissenschaft digitale nutzung geschuetzter werke rede   bundestag  urhwissg
625;832161340420718592;; liegt  nah beieinander    
626;841909687402532864;; froehlicher gru aus dem ice gen berlin gaby 
627;877646951587520512;;faktencheck ist neusprech fuer betreutes denken  antisemitismusdoku auserwaehltundausgegrenzt
628;856555765196349440;;  maechtig was los hier  gleich diskussion hier  backstage  braucht muenchen einen   
629;907618201269350400;;als buerger ramelow werbe ich heute fuer die wahl von  und  bei der bundestagswahl  btw17 
630;869353759062847488;;r2g geht entschieden gegen terrorgefahren vor   erklaert  der  die einzelnen manahmen  
631;822417532879519744;;neue studie des    vielen betrieben hohe psychische belastungen  konkrete programme gegen stress rar 
632;911702657156485120;;fdp waehlen und denkenwirneu unterstuetzen  wir freiedemokraten freuen uns ueber eure stimmen bei der btwahl2017 
633;912554399523905536;;was  kann  einfach den anschlusszug  gleis gegenueber abfahren lassen  wenn eigene tueren aufgehen  amp  sich ueber veraergerung wundern 
634;910734163707416576;;das gutachten des senats haelt prof  sodan fuer fachlich schwach und  wundert sich ueber naehe des erstellers zum justizsenators  tegel 
635;870252833655926784;;stark  die mai arbeitslosigkeit ist  rheinland pfalz  niedrig wie seit  jahre nicht mehr  rlp 
636;914922735083704320;;katrin   amp  anton hofreiter  wir sind tief erschuettert ueber die grausame tat lasvegasattack 
637;846780330870804480;;der zugang von kapital fuer technische investitionen muss erleichtert werden  digitalesd2025
638;860412872660316160;;das entspraeche einem minus von      punkten bei rot gruen gegenueber      
639;887971212047118336;;monika hohmann  gute kinderbetreuung braucht bessere arbeitsbedingungen  ltlsa
640;885105466866532352;;hamburgs buergermeister olaf scholz bittet  seiner regierungserklaerung die einwohner der stadt  entschuldigung  
641;907320485855326208;;  eine sehr vernuenftige entscheidung  wahlarena afd
642;891334576383164416;;   gibt  noch nicht einmal einen gesetzesentwurf  diesem punkt  also kann man gar nichts veroeffentlichen 
643;902387821293527040;;mobiler morgengru  pstv meldet sich mit vollen akkus zurueck  dienste vorpommerns  geht gleich mit einer    
644;908346589437202432;;nrw landesregierung will deutliche entlastungen fuer familien beim hausbau 
645;849669578166874112;;beckmann heute  gast  mainz   erzaehlt von ihrem weg  die politik   
646;835477894616993792;; mache ich stetig
647;832941688008146944;;schweiz  fehlfunktion  akw leibstadt wenige stunden nach dem wiederhochfahren wieder vom netz 
648;836885029951324160;;   gott  jetzt haben wir aber angst   
649;883237761515499520;;linke chaoten stoppen  g20  
650;887679099396816896;;was sagt eigentlich angela merkel dazu  wenn gauland ihren jensspahn  ueberschwaenglich fuer dessen afd positionen lobt  schorndorf
651;918856239345528832;;ich bin schon gespannt und freue mich  
652;857694968839798784;;fuer was braucht einer mitarbeiter wenn  keine parlamentarischen aufgaben hat und auch  wahlkreis nichts macht   
653;825087561991340032;;herzlichen dank   das gebe ich gerne zurueck 
654;828546254133137408;;strukturwandel  der lausitz  runder tisch soll leitbild lausitz  erstellen 
655;869975533747978240;;kriminelle schleuser und ihre budgets  nur staatlich geduldet oder gefoerdert  
656;881267815960981504;;und dann war  noch    meine rede zum afd antrag zum verbot der verschleierung  straenverkehr    
657;834515176892284928;;   bitte retweeten   wer hat    februar einen anhalter von landshut nach dingolfing mitgenommen 
658;875089500816506880;;die  ist jetzt auch bei twitter  ueber folgen freuen wir uns  gru nadine leiz 
659;851847664337653760;;kein wunder das verbale aufruesten  politik  gesellschaft  fuehrt zur enthemmung der taten  kommt einigesaufunszu united unitedairlines
660;841615177581756416;;  ist charity des wirtschaftsclubs fuer stiftung kindertraeume  den guten zweck sollte auch die  unterstuetzen  
661;848413351000629248;;wichtig heute  uhr findet wieder die pulseofeurope kundgebung auf dem goetheplatz statt      ullinissen 
662;901746761395564544;; beginn ist  uhr  zuschauerinnen sind willkommnen  live infos gibts fuer gewoehnlich auch bei  und 
663;843068749792075776;;legale kriminalitaet  berlins flughaefen  elmar wigand ueber ryanairs einfuhr von streikbrechern 
664;845923486547750912;;ralf christoffers  wir brauchen ein positives verhaeltnis  europa  lpt linke  
665;849905566965268480;;video  blaueplakette  mooswand  tempolimit   was hilft gegen feinstaub  amp  stickoxid  mit   
666;918742358379892736;; schoen  wahr  sein 
667;820585195728412672;;   die grospenden  die parteien haben sich  insgesamt   euro erhoeht  die linke ist und bleibt die    
668;883349349769646080;;videos zeigen sinnlose und erschreckende gewalt des schwarzen blocks  die schande von hamburg  g20ham17 g20ham  
669;913775937594052608;;nicht gelernt  nichts verstanden  cdu stimmt mit afd gegen gedenkstaette fuer nsu opfer  peinlich rassismus    
670;884407054831677440;;mitglieder der cdu  kreis offenbach sind aktiv  mediennetzwerk  das rechtsextreme inhalte verbreitet  
671;877984761209176064;;sommerfest des   wetter haelt  bier kalt  stimmung gut  
672;863827634635124736;;oesterreich   kurz will oevp koalition mit spoe beenden  
673;911853750612054016;;hervorragende zusammenfassung  warum txl  weiterbetrieb rechtlich nur theoretisch machbar waere 
674;908092826025693184;;ein blick  die zukunft  wanka hat heute anlaesslich der schluesseluebergabe  futurium  berlin gesprochen  
675;857301039963394048;;die   hessen haelt die forderung von  nach einer impfpflicht gegen masern fuer den falschen weg  
676;865679696570331136;;besuchergruppe aus dem raum backnang  landtag  die kreisjaegervereinigung backnang und interessierte buergerinnen    
677;907333071011287040;;merkelsteuer das wird teuer dann warens  statt   mehr   dank    mit  gabs zumindest etwas mehr netto   bruttohartaberfair
678;825317026180825088;; gabriel muss ehrliche neubewertung sicherheitslage  afghanistan vorlegen  abschiebungen   ablenkungsmanoever 
679;874500506110103552;;guten morgen  hamburg 
680;870362583844487168;;irakisches maedchen auf offener strae vom eigenen vater verpruegelt  will nicht zwangsverheiratet werden  kindertag 
681;901486952549158912;;das  berichtet ueber meine anfrage zum zustand der bruecken  amp  was r2g zur besserung tun wird 
682;908630436850659328;;nachdem der presserat den widerlichen gabriel gastbeitrag geruegt hat  wer ist der verfasser     ehefueralle
683;819889256978116608;;ergebnisse und beschluesse der jahresauftaktklausur der spd bundestagsfraktion  
684;905020003665182720;;mein spruch des tages  positive menschen verwandeln probleme  herausforderungen und nicht  hindernisse  von gedankenwelt  sandra 
685;835165740143685632;;  ich sehe  das ergebnis der nicht  ende gedachten cdu verkehrspolitik  und  das ist aktuell der dauerzustand 
686;880680967282851840;;ohne ihn waere vieles anders  und die ehefueralle noch weit  danke  
687;870382740889382912;;kein kommentar notwendig 
688;885052824530366464;; keinem bundesland verdienen die menschen pro stunde  wenig wie    gewerkschaften   fehlt tarif  
689;881956191341039616;;stephen hawking schreibt    warum ungleichheit nicht laenger ignoriert werden darf  hoch interessant  
690;918463337784070144;;   menschenrechte  entwicklung und frieden      praesentiert  schaeuble die briefmarke justitia  pax 
691;865129629731913728;;herr luthe von der fdp schleicht schon auf und  wie ein gepuderter tiger  gleich redet   bin gespannt  agh amri
692;886950222315876352;;hier stimme ich dem praesidenten des lrh ausdruecklich  
693;859099837391876096;;warum gefangene  die rentenversicherung einbezogen und fuer ihre arbeit ordentlich entlohnt werden muessen 
694;910242060204113920;;zwischenbilanz haustuerwahlkampf lueneburg  seit aug    wohnungstueren geklingelt ihr seid die allergroeten  danke  ehrenamtbtw17
695;909814832886624256;;wichtige studie gegen den mythos  diesel produzieren mehr  und nicht weniger  co2 als benziner 
696;910904013356400640;;jetzt spricht gisela kallenbach vor der thomaskirche leipzig  le2109
697;827053420494385152;;buttons mit   spd shop bestellen  
698;875699031959318528;;jetzt mitmachen  afd wirkt   deutschland btw17 
699;820150674403065856;;stephan remmler   vogel der nachtmein musiktipp fuer euch  drauen  digitalen orbit     
700;872872256288030720;;ist  nicht  diese luegenpresse  wieder  das muessen fake news sein  
701;899751792476663808;;einige parteien interessieren sich fuer gleichstellung  homophobie  amp  menschenrechte vorallem wenns  andere geht  ueberzeugtuns
702;875002075083681792;;dass sich  innenminister baum fdp meldet  ist interessant  sein beitrag zeigt  dass fdp und zeitgemaee sicherheit kaum kompatibel sind
703;834004079932235776;;  aber versand evtl teil der loesung  wenn personalmangel bei pta botendienste  frage stellt 
704;898596598346915840;;  solange die breg das vorlegt  was  seit langem fordert  kann ihm das relativ egal sein    
705;920927922223026176;;sondierungen fuer jamaika   wie weit kann die fdp ueberhaupt mitgehen  ohne  den untergang gerissen  werden  
706;862948470424039424;;mikroplastik  kleine teilchen  groer schaden  morgen    jaspershof westerstede bundammerland   eintritt frei 
707;918467563738292224;;wir lehnen der antrag der afd   unsere landesverfassung hat kein demokratiedefizit   
708;870544283761344512;; parlament spricht  vom versagen der regierung  egov digvw    digitaleagenda
709;831447242515050496;;  euro fuer jugendradio klangbrett 
710;830467282384089088;; gut vertreten bei der gruenen fraktionssitzung der bundesversammlung   
711;830997945608724480;; froehlicher gru aus dem ice  die hauptstadt gaby 
712;870613871442239488;;bittersue statt kafkaesk  the franz kafka videogame von  ist eine gelungene hommage  findet  
713;844537559434719232;;jetzt unterstuetzen  keine privatisierung der autobahn  
714;833997976989208576;;das befuerchten beruflicher nachteile und gehaltsunterschiede wirken sich auf den elterngeldbezug aus 
715;914123133212389376;;  neue kfd mitglieder  groer abschluss der  jaehrigen mitgliederwerbekampagne frauen macht zukunft   koeln 
716;915221575774990336;;auf sondierungen vorbereiten  mit regenbogen   
717;836918005439283200;;linke beantragt aktuelle stunde  bundestag  bundesregierung muss handeln  freiheit  politischen gefangenen  tuerkei  freedeniz
718;910411591220375552;;heute mit ican  berlin eine veranstaltung zum atomwaffenverbot  ich freu mich drauf 
719;869934939030081536;;bundesregierung will  hilfen  rechtsstaatlichkeit knuepfen  euhilfen rechtsstaatlichkeit
720;871759188933959680;; beginn des soziologiestudiums sagt einem keiner  dass  die wiederkehrende zerbroeckelung eigener weltbilder beinhaltet 
721;883625246653370368;; mit   der stimmen zum vorsitzenden der cdu essen wiedergewaehlt  herzlichen glueckwunsch   cdu kpt17 essen
722;888786772691480576;;schon schoen  dass  die  gibt   danke    
723;847149940589707264;;extrem super pitches beim 1stbmvipitch  wow  kompliment  
724;852785956868374528;;antwort breg auf meine anfrage  deutsche als sicherheitsrisiko  deutschen die einreise verweigert
725;881979600452169728;;hat sich mal angeschaut  was das bverfg und die  gerichte  eigentlich anrichten  g20 vresammlungsfreiheit
726;847474379353141248;;buergerspraeche  eppendorf mit starkem team und super stimmung  doroistda 
727;850003412544622592;;jetzt  leipzig zum gespraech mit ehrenamtlich engagierten  der oekumenischen fluechtlingshilfe 
728;865128220391342080;;  sagt   henkel hat die polizei nie  griff gehabt  warum auch  waere  arbeit gewesen
729;824289188614991872;;trump plant mauer  wer mauern baut  schliet sich selber ein  notmypresident
730;907907719042138112;;wenn juncker vorschlaegt  alle  staaten  die eurozone  dann soll  gleich noch beschlieen  dass   den usa keinen hurrican mehr gibt
731;888340092460437504;;zerstoerungen  aegaeis  beben erschuettert ferienregion  griechenland kos tuerkei
732;863652584141271040;;was reimt sich auf demokraten  die piraten smartgerecht 
733;915112969704525824;;wissenschaftlich praktische sprachkonferenz  moskau    jetzt gruwort lesen  
734;869889557793296384;;neu gewaehlt  den vorstand des handelsverbandes nrw 
735;914217546844434432;;lr17 zeigt  wir gehen geschlossen  die sondierungsgespraeche  jamaika mehr  
736;913290066247737344;;auf der suche nach jamaika   
737;849574365712838656;;bericht zur veranstaltung  internationalen tag gegen rassismus beim awo bundesverband  
738;905429141624942592;;konfliktparteien  der ukraine muessen pressefreiheit gewaehrleisten  
739;845894895449595904;;   der rechtspopulist handelt aus imaginierter kraenkung heraus  juden goennt  aufmerksamkeit als shoa opfer nicht 
740;894976220441571328;;ich habe mich sehr ueber den besuch des parlamentarischen staatssekretaers peter bleser  der vergangenen woche     
741;917690597657513984;;ich suche zum    ein  student  mitarbeiter   gerne bewerben und teilen    teamloetzsch 
742;903565467062861824;; jahr feier des ijgd sachsen anhalt mit unserem alten und unseren zwei neuen fsjlern  mit  
743;870291409156419584;;bundestag stimmt fuer neuregelung bundlaender finanzausgleich  bedeutendstes gesetzespaket dieser wahlperiode  
744;833087753625751552;;ich habe ein neues foto auf facebook gepostet 
745;830732582748880896;;      kann losgehen  
746;900318470352642048;;die frage ist doch gar nicht mehr was nicht funktioniert bei diesem senat was funktioniert eigentlichsagt ein stakeholder heute was dran 
747;834139869324701696;; beschlieen 
748;842088413872455680;;was laesst sich merkel von erdogan noch bieten  welche beleidigungen deutschlands und europas muessen noch kommen vor einem einreiseverbot 
749;906188856059363328;;selbst  danzig sind diese kugelschreiber begehrt    zeitfuermartin zeitfuerjohannes 
750;868052389424771072;;zahlreiche haftstrafen fuer neonazis  ballstaedtprozess       sechel  
751;865091362101899264;;das ist der wahre skandal  nicht gefakte eintraege  polizeiakten  
752;873881509047959552;;werden jetzt eigentlich  bewaehrter art und weise     die rechtzeitig eingereichten antraege  den   amp   ueberwiesen  linkepbt
753;902804863482032128;;schlimmster fall von machtmissbrauch vor  jahren erschuettert  barschel skandal die republik   kieler nachrichten 
754;915997250743967744;;erstmals hat ein gericht den rundfunkbeitrag fuer unrechtmaessig erklaert  
755;855690250022260736;;ihr macht das super  die blockade  schokoladenmuseum haelt  koeln2204 
756;846055232668880896;;wow   will sich problemen alleinerziehender zuzuwenden bei wahl  amp  moderator berliner runde  wirtschaftsdaten entscheiden  
757;821600251744256000;;npd kam nur davon  weil bverfg art    neu interpretiert hat  nach dem alten mastab waere npd verboten worden   
758;878602407751684096;;volle motivation    interview   ende werden wir vorn liegen 
760;886864000776118272;;spd und  mit konkreten zukunftsplaenen   union verweigert zukunftsdebatte  wahlkampf 
763;887227586304147456;;wahlversprechen  realitaet fdp und cdu  voller aktion  btw17 lieber schulz waehlen  
768;911249524349423616;;heute wieder unterwegs fuer  und die   vollgas  den letzten stunden  cdu btwahl2017 fedidwgugl
769;900259252467531776;;termine nur telefonisch absagen koennen  amp  dann geht keiner ran    sehe die grauen festnetzapparate der geschaeftsstelle foermlich vor mir  
770;895226166382080000;; und  aller effizienzmanahmen    dass sich verbraucher auf die versprochenen ergebnisse verlassen koennen 
771;865581740764483584;; pralle podcast minuten ueber digitalwahlkampf  social bots  amp  filterblasen   bei talkingdigital 
772;897889304025874432;;barbara stamm  bayerische landtagspraesidentin  gast  kreis vierden bei   der  glabbach 
773;836696531852005376;;guter tagesabschluss  noch ein umfrageinstitut  bei dem die spd jetzt die nase vorn hat  
774;892829191795859456;; hat der  vollkommen recht   afd biertassen junge ist einfach nur ein rassist  
775;827457030617231360;; warum umfrage vom    als vergleich  nicht die vom     dann waeren     fuer die spd  kann man immer noch ein     machen 
776;893840602948919296;;die peinlichste partei deutschlands hat eben diesen post geloescht  
777;826530995440611328;;soziale gerechtigkeit   spd schulz   monate arbeit und  mio  abfindung  nurmalso 
778;875794846639943680;;wegen helmut kohl trat sie  ihrem   geburtstag   die junge union ein  ein nachruf von  
779;904643747182465024;;hier laeuft alles 0814einzelplan kulturhaushaltsberatung    
781;868823339497906176;;die  war gleich zwei naechte  folge  der rigaer94  einsatz  
782;865283126225981440;;wie immer halt martinschulz 
783;899606625526444032;;wir staerken das ehrenamt und die rettungskraefte  besuch bei einer gemeinsamen uebung der rettungskraefte 
784;910797516265984000;;bei jedem moevenpick eis liebevoll daran denken  dass der besitzer dieses unternehmens hauptfinanzier der afd ist 
785;854616966304333824;;ohne  waere das nicht moeglich gewesen  vielen dank    cumex 
786;895627128796049408;;wundervoller dorfrundgang mit der rheinpfalz und  buergermeister antweiler  sowie ueber hundert hoechst    
789;860510207889346560;;wird  wieder sechs abstimmungsmoeglichkeiten geben    teils teils  bauchgefuehl  wei nicht    peinlich 
790;872436613598650368;;mitmachaktion fuer berufstaetige  sommer  mit dem rad zur arbeit  mdrza  bue 
793;873527934795075584;;gruene agrarwende sorgt fuer sauberes wasser  bei cdu zahlen verbraucher drauf  
794;876001165510668288;;   linker terror zur rettung unserer demokratie    wieder wurde eine polizistin durch autonome linksradikale    
797;879958913059241984;;muelltrennung auf indonesisch    
798;909812371367038976;;viele buergerinnen und buerger berichten mir  dass sie das  duell schlecht fanden  die wichtigen themen seien     
799;841541053593317376;;union gegen union gegen union  wenig eisern  
800;895994605287612416;;  hat  buergern  bundesverdienstorden ueberreicht  geehrt wurden sie fuer ihr ehrenamtl  engagement 
801;860432702817828864;;rede  top    frauen  und gleichstellungspolitik vom    
802;861629720110223360;;ich freue mich sehr  dass lutzseiler     den thueringerliteraturpreis2017 erhalten wird   
803;839727481301106688;;waskonradsagt ueber die geographische lage  politischen leben 
805;905412836519763968;;groe kompliment fuer ein tolles sendeformat  hat spa gemacht  und der fahrstuhl war ueberhaupt nicht  eng       
807;858322160301080576;;  min    jaaaaaaaaaa    diesmal bedient bartels kruse   steht      svwbsc 
808;869448455755792384;;heute   fraktionssitzung  duesseldorf  danach abflug nach berlin  dranbleiben
810;865065975418417152;;warum auch  ein gleichgeschaltetes parlament braucht keine debatte  wir leben  rechtsfreien raum bundestag 
811;870005003565621248;;antiziganistische vorfaelle   hat  gezaehlt  allein  berlin  allein   mehr solidaritaet  
812;866236875924701184;; ist zwar schon ein bisschen her  und doch moechte ich noch darueber berichten  dass wir einen sehr netten besuch    
813;872120452470231040;;die neue  webseite ist   schick  mit mobilisierenden elementen  datenschutz     amp  waehler  mittelpunkt 
814;844075502826655744;;masterplan  hausaerzte attackieren marburger bund  
815;885491683059785728;;lehre aus g20 gewalt  vermummungsverbot abschaffen   bamm  der hei luftballon kampf gegen linke gewalt platzt   
817;855487265795133440;;fall bvb bomber zeigt einmal mehr  vorurteile klaeren keine verbrechen  mehr polizei schon     tatverdaechtiger anschlag dortmund
818;852162113095303168;;hat hoecke als landolf ladig die npd gelobt  afd chefin petry erklaert verdacht zur gewissheit 
819;887350073797087232;;stand rede und antwort  senioren union eroerterte wahlprogramm 
820;863490860910039040;;gehts nicht  die moderatoren        esc2017
821;863858027232940032;;juergen trittin bringt die gruenen wieder richtung     missachtung des waehlerwillens pur annewill
822;869220907939704832;;der afd wochenrueckblick mit    
823;866975851203702784;;warum  horst seehofer  unserer  mit der bundeskanzlerin  publikum platz nimmt  weil  wei  sie kann   
824;903235356631470080;;ironie  jens spahn argumentiert nicht wie jemand  der laendlichen raum kennt  sondern wie  ein berliner hipster   
825;912672656675233792;;seit drei jahren bietet sachsenanhalt aussteigewilligen rechtsextremisten ueber ein spezielles programm hilfe   
826;887569188629266432;;das innenpolitische versagen des  praesidenten hat folgen trump schwaecht den dollar  der euro steigt  
