"ID","text","isRetweet","isQuote","positveSentimentScore","negativeSentimentScore","party","twitter.handle","weeksTillElection","ridge5","ridge3","ridge2","enet5","enet3","enet2","lasso5","lasso3","lasso2","sentimentScore"
870272455461539840,"#Cannabis  Freigeben  Drogenpolitik  Gescheitert  @cem oezdemir schreibt der Bundesregierung  vorab auf @zeitonline",1,0,3,-3,"GRUENE","cem_oezdemir",16,-0.264,-0.55,-0.662,-0.027,-0.244,-0.349,-0.032,-0.13,-0.21,"-0.5"
870286059577503744,"#SPD will Einbruchkriminalitaet bekaempfen  In #Niedersachsen ist Aufklaerungsquote um 5  gesunken seit #Pistorius im Amt  #nurmalso",0,0,1,-1,"FDP","jcoetjen",16,-0.428,-0.862,-0.931,-0.318,-0.65,-0.591,-0.288,-0.568,-0.47,"-0,5"
870310273411842048,"Nur konsequent  Antidemokratische Hohlphrasen von den Genossen der #SPD #machen wir #AfD #ltnrw",0,1,1,-1,"AfD","MarcusPretzell",16,-0.139,-0.305,-0.32,-0.468,-0.68,-0.867,-0.486,-0.693,-0.87,"-0.5"
870361592503967744,"Trivago Analyse  Wittenberg wird Trend Reiseziel",0,0,1,-1,"CDU","reinerhaseloff",16,0.012,0.014,0.035,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
870367488919384064,"Endlich deutliche Worte  Er kann es doch",1,0,2,-1,"DIE LINKE","Null4Zwo77",16,-0.044,0.002,0.016,-0.276,-0.145,-0.265,-0.274,-0.146,-0.246,"0,5"
870379732654751744,"Was kostet der Verzicht auf Klimaschutz",0,1,1,-1,"SPD","KathiausFranken",16,-0.197,-0.411,-0.423,-0.027,-0.282,-0.227,-0.032,-0.143,-0.134,"-0,5"
870381924849778688,"Es geht um Bau  nicht um Besitz  Das muessten Sie wissen  Ihre Unterstellungen waeren auch bei der AfD gut aufgehoben",0,1,2,-1,"CDU","drthomasfeist",16,-0.376,-0.374,-0.416,-0.306,-0.095,-0.183,-0.271,-0.041,-0.135,"-1"
870559956633886720,"Ein schoenes Bild  3 Sozialdemokraten  Und Merkel  Links  Die steht falsch",0,1,2,-4,"SPD","StochAndreas",16,-0.042,-0.114,-0.132,0.042,0.053,0.194,0.071,0.08,0.202,"-0.5"
870624622940737536,"T  Interview mit Hans Christian Stroebele in der taz   u a  zu 2  Juni 1967 und Geheimdienstkontrolle",0,0,1,-1,"GRUENE","MdB_Stroebele",16,0.029,0.025,0.057,-0.027,-0.041,-0.119,-0.032,-0.054,-0.134,"0"
870626905669677056,"Totaler Verlierer  so traurig    Greenpeace Projektion an der Fassade der US Botschaft heute Morgen in Berlin  dmo",1,0,1,-5,"DIE LINKE","jan_vanaken",16,-0.606,-0.598,-0.554,-1.152,-1.116,-1.15,-1.179,-1.131,-1.141,"-1"
870767821709598720,"@EskenSaskia @CalliopeMini Ich vorgestern    @KaczmarekOliver @CanselK #kiezregiert #mint #friedrichshain",1,0,1,-1,"SPD","CanselK",16,-0.029,-0.028,-0.096,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
870917603971276800,"Einblick in die Jugendstilkirche #Adorf #Neukirchen auf dem saechsischen #Jakobsweg",0,0,1,-1,"CDU","wanderwitz",16,-0.108,-0.116,-0.082,-0.166,-0.113,-0.157,-0.037,-0.057,-0.134,"0"
870949624651165696,"Zippert zappt  Schulz  Fuenf Punkte Plan enthaelt fuenf Punkte",1,0,1,-1,"CDU","drmfuchs",16,0.096,0.197,0.248,0.079,-0.041,0.158,0.049,-0.054,0.215,"0"
871022860793524224,"Die Gerda hat Recht  SPD konfus  Und Straftaeter und Gefaehrder muessen weiterhin zurueck nach Afghanistan",0,0,2,-2,"CDU","MGrosseBroemer",16,-0.709,-0.725,-0.758,-0.5,-0.276,-0.225,-0.358,-0.138,-0.134,"-1"
871137073868267520,"Schrecklich  ein Bekannter schreibt mir gerade  dass in London auch Schuesse fallen  Es ist einfach schrecklich  @BZ NachtFloh @GdP Berlin",0,0,1,-5,"SPD","TomSchreiberMdA",16,-0.794,-0.862,-0.917,-0.953,-0.949,-0.784,-0.864,-0.848,-0.633,"-1"
871281103147085824,"BIH  die bad bank der BGB   taeuscht vor Berlin Neu | berlinovo zu sein  Aber die Sicherheit ist wachsam",0,0,1,-1,"DIE LINKE","nelken_berlin",15,-0.082,-0.087,-0.283,0.007,0.048,-0.038,0.017,0.045,0.039,"0"
871292413331034112,"Schwerin   Linke will verbotenes Neonazi Netzwerk untersuchen  via @OZlive",0,0,1,-1,"DIE LINKE","rettirp",15,-0.327,-0.593,-0.634,-0.296,-0.567,-0.516,-0.254,-0.471,-0.389,"-0.5"
871360655688859648,"Geschwister Scholl Schule LK Politik  Wirtschaft   Werner von Siemens Schule 9  Jahrgangsstufe  im BMF",0,0,1,-1,"CDU","meister_schafft",15,0.015,0.03,0.18,0.035,0.252,0.424,0.032,0.23,0.38,"0"
871379175449481216,"Ich schlie<df>e mich der Forderung an  Aufforderung an arte und WDR  | Tapfer im Nirgendwo",1,0,2,-1,"AfD","Strotebeck_AfD",15,0.269,0.522,0.57,0.229,0.367,0.297,0.18,0.27,0.154,"0,5"
871599194041176064,"Das Netzwerk des Hasses   wer steckt hinter dem Al Quds Marsch",0,1,1,-1,"GRUENE","Volker_Beck",15,-0.355,-0.664,-0.696,-0.47,-0.523,-0.628,-0.457,-0.471,-0.535,"-0.5"
872184225407135744,"Infrastruktur  politischer Wille und langer Atem haben Daenemark zum Paradies fuer Fahrradfahrer gemacht",1,0,1,-1,"CSU","koschyk",15,0.652,0.681,0.718,0.487,0.321,0.301,0.547,0.2,0.071,"1"
872405550427983872,"Trotz islamistischem #Terror  fordert Kardinal #Marx weiterhin Toleranz und Offenheit gegenueber Muslimen",1,0,1,-3,"GRUENE","SylviaLoehrmann",15,-0.34,-0.581,-0.603,-0.633,-0.651,-0.708,-0.618,-0.63,-0.652,"-0.5"
872479787817865216,"Dieses fuer die Stadt #Bocholt wichtige Projekt muss schnellstmoeglich realisiert werden",1,0,2,-1,"CDU","HendrikWuest",15,-0.01,-0.098,-0.093,0.145,0.207,0.266,0.118,0.18,0.261,"0"
872535254963281920,"Gestern nach der Stadiongala sang die ganze U2 lauthals den #turnfest2017 Song  Dit is eben Berlin  Vorsicht Ohrwurm",0,0,1,-1,"FDP","st_foerster",15,0.479,0.974,1.015,0.123,0.326,0.284,0.112,0.147,0.037,"0,5"
872794982490550272,"Das waere auch mal faellig im Landkreis Greiz",0,0,2,-1,"CDU","Chr_Tischner",15,-0.047,-0.045,-0.047,-0.057,-0.041,-0.269,-0.032,-0.054,-0.19,"0"
872857761561931776,"Ca 40 Mrd    versenkt  Koennen wir uns diesen Finanzminister noch leisten  @JTrittin  ich zu #CumEx  #Atomsteuer",0,0,1,-1,"GRUENE","SchickGerhard",15,-0.294,-0.644,-0.675,-0.027,-0.322,-0.244,-0.032,-0.17,-0.134,"-0,5"
872949012772663296,"Als Cameron 2009 britische Konservative noetigte  pro europaeische @EVP DE zu verlassen  begann Fiasko der @Conservatives zum Schaden fuer GB",0,0,1,-1,"CDU","ArminLaschet",15,-0.393,-0.778,-0.807,-0.608,-0.649,-0.669,-0.594,-0.635,-0.594,"-0.5"
873076486621679616,"Jetzt bitte die Wahlkampfversprechen einloesen",0,1,2,-1,"DIE LINKE","AndrejHunko",15,0.025,0.032,-0.055,-0.027,-0.041,-0.234,-0.032,-0.054,-0.199,"0"
873139688202174464,"Sie hat gepokert und sie hat verloren  Premierministerin May konnte die Briten nicht ueberzeugen",1,0,1,-1,"CSU","koschyk",15,-0.773,-0.812,-0.856,-0.511,-0.624,-0.616,-0.422,-0.573,-0.541,"-1"
873139839243341824,"Wir freuen uns  am Dienstag u a  mit Schueler innen und @ethevessen ueber #Trump und #Klima zu diskutieren   #hlt",0,0,2,-1,"GRUENE","Kai_Klose",15,0.34,0.475,0.535,0.605,0.868,0.82,0.59,0.794,0.709,"0.5"
873165050508443648,"Es geht los  #LINKEBPT #SozialGerechtFuerAllle",0,0,2,-1,"DIE LINKE","miriamstrunge",15,0.142,0.229,0.366,0.233,0.41,0.457,0.231,0.379,0.423,"0.5"
873172448270839808,"SPD voellig baff  Sozialdemokratische Partei holt mit sozialdemokratischem Programm 40 #SPD #Labour #LabourManifesto",1,0,1,-1,"AfD","FraukePetry",15,0.682,0.689,0.735,0.293,0.362,0.402,0.182,0.186,0.256,"1"
873211230047096832,"Diskussion im Wirtschaftsausschuss zu #G20 findet ohne die Linke statt  Scheint denen ja kein wichtiges Thema zu sein  #hhbue",0,0,1,-1,"SPD","hschmidt",15,-0.055,-0.081,-0.114,-0.01,0.056,-0.037,-0.022,0.039,-0.017,"0"
873218029156524032,"Pressefest  wie man sieht     der Ministerpraesidentin in Mainz  Viel los bei strahlendem Sonnenschein",0,0,2,-1,"SPD","MartinHaller",15,0.613,0.616,0.697,0.233,0.41,0.549,0.231,0.379,0.554,"1"
873270520866852864,"@Besser Deniz und viele andere Journalist innen  Lehrer innen  Politiker innen  Wissenschaftler innen sitzen immer noch im Knast #FreeDeniz",0,0,1,-1,"GRUENE","A_Schillhaneck",15,-0.331,-0.468,-0.557,-0.43,-0.603,-0.565,-0.431,-0.53,-0.568,"-0.5"
873443672540557312,"Heute bin ich dann analog unterwegs",0,0,2,-1,"DIE LINKE","StephanJersch",15,0.231,0.441,0.519,0.104,0.312,0.657,0.091,0.236,0.599,"0,5"
873451658856071168,"Plakate fuer unsere Veranstaltung am 20 06  stellen",0,0,1,-1,"SPD","AnneKrischok",15,0.061,0.159,0.18,-0.022,0.056,0.168,-0.029,0.056,0.147,"0,5"
873454526912704512,"Offene Tuer bei @FHPolizeiLSA  Danke an alle jungen Leute  die Verantwortung fuer unser aller Sicherheit uebernehmen",0,0,2,-1,"SPD","KatjaPaehle",15,0.127,0.145,0.169,0.408,0.59,0.645,0.408,0.568,0.634,"0.5"
873522275676561408,"@GYGeorg Zu deiner Schulzeit auch  Ich warte ja auf die Rueckkehr des Kreisels",0,0,1,-1,"GRUENE","A_Schillhaneck",15,-0.01,0.005,0.044,-0.21,-0.251,-0.559,-0.191,-0.239,-0.47,"0"
873524441531240448,"Danke @TheBrokenEyes fuer das Bild",0,0,2,-1,"DIE LINKE","berlinliebich",15,0.164,0.183,0.208,0.536,0.631,0.661,0.53,0.612,0.647,"1"
873525726540161024,"Heute beim Stadtteilfest in der Silberhoehe  Es gibt Zuckerwatte kommt vorbei  wir sind noch bis 17 Uhr vor Ort",0,0,2,-1,"SPD","DrAndrSchmidt",15,0.393,0.791,0.828,0.112,0.289,0.415,0.073,0.252,0.413,"0,5"
873593415480594432,"@Die Gruenen @GoeringEckardt Pinkeln Kuehe eigentlich weniger  wenn man sie auf mehr Staelle verteilt",0,0,1,-1,"CDU","olavgutting",15,-0.042,-0.068,-0.274,-0.079,-0.119,-0.19,-0.066,-0.13,-0.152,"0"
873683106519240704,"Hierfuer liebe ich Claudia",0,1,4,-1,"GRUENE","gruen_kern",15,0.59,0.603,0.639,0.544,0.327,0.294,0.421,0.166,0.094,"1"
873816112366063616,"Wir brauchen endlich weniger Guelle auf den Aeckern und ein Ende der Massenhaltung in den Staellen @GoeringEckardt",1,0,1,-1,"GRUENE","BriHasselmann",14,-0.368,-0.754,-0.826,-0.075,-0.358,-0.312,-0.066,-0.218,-0.139,"-0,5"
873842016819531776,"Ein 20 jaehriger US amerikanischer Tourist ist am Sonntagmorgen in der Spree ertrunken",1,0,1,-1,"SPD","TomSchreiberMdA",14,-0.741,-0.751,-0.813,-0.665,-0.657,-0.444,-0.628,-0.59,-0.323,"-1"
873851961032011776,"@AxelTroost @Linksfraktion @dieLinke zum Einkommenssteuerkonzept seiner Partei  #linkebpt",1,0,1,-1,"DIE LINKE","schullegr",14,0.031,0.055,0.201,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
873870404380700672,"Sebastian #Steineke MdB   Meine #Woche in 60 Sekunden #fuersieda  via @YouTube",0,0,1,-1,"CDU","SteinekeCDU",14,0.059,0.133,0.179,-0.029,-0.164,-0.392,-0.044,-0.167,-0.379,"0"
873911759245111296,"@klauslederer @dieLinke Gut gemacht",0,0,2,-1,"DIE LINKE","dunkelrotseher",14,0.227,0.262,0.301,0.508,0.619,0.668,0.502,0.614,0.677,"1"
873926125445107712,"FDP will nach Regierungswechsel in NRW als erstes den entschiedenen Kampf gegen Steuerkriminelle einstellen  So was kommt von sowas",0,0,1,-1,"SPD","Ralf_Stegner",14,-0.133,-0.238,-0.225,-0.027,-0.082,-0.222,-0.032,-0.074,-0.139,"-0.5"
873963804987715584,"Glueckwunsch  Erster toller Schritt fuer Doro Schaefer  Der zweite ist zu schaffen",0,1,2,-1,"CDU","_A_K_K_",14,0.69,0.679,0.718,0.809,0.7,0.655,0.81,0.685,0.66,"1"
873967198557147136,"Ich habe ein wenig das Gefuehl  einige Journalisten waren am Wochenende auf einem anderen Parteitag als ich  #linkebpt",0,0,1,-1,"DIE LINKE","NiemaMovassat",14,0.077,0.118,0.424,-0.091,-0.062,-0.022,-0.086,-0.097,-0.067,"0"
874179196037324800,"Das ist eine unverzeihliche Verantwortungslosigkeit  Tausende Menschenleben sind gefaehrdet  Sofort abschalten",0,1,1,-1,"GRUENE","BernhardBraunLT",14,-0.616,-0.621,-0.647,-0.515,-0.454,-0.394,-0.427,-0.45,-0.398,"-1"
874200686938001408,"Das @MagazinMaenner zum Jahrestag des Anschlags auf das @pulseorlando   @gruenehessen #PrideMonth",0,0,1,-1,"GRUENE","Kai_Klose",14,-0.059,-0.055,-0.098,-0.259,-0.311,-0.517,-0.276,-0.311,-0.438,"0"
874207982162259968,"Geplante #Grundrechtseingriffe der #Innenminister sind ebenso armselig wie boesartig @StatewatchEU",0,0,1,-3,"DIE LINKE","UllaJelpke",14,-0.739,-0.746,-0.797,-0.572,-0.346,-0.239,-0.49,-0.166,-0.142,"-1"
874211660512325632,"Ein Objektschuetzer wurde letzte Nacht in seinem Fahrzeug angegriffen  #Staatsschutz ermittelt#PrenzlBerg",1,0,1,-1,"CDU","HoffmannMdB",14,-0.548,-0.545,-0.59,-0.496,-0.342,-0.236,-0.598,-0.19,-0.134,"-1"
874226288613109760,"Artikel lesen  Dazu faellt einem echt nichts mehr ein  #unfassbar #MarschdurchdieInstitutionen",1,0,1,-1,"AfD","Fuer_Iserlohn",14,-0.236,-0.212,-0.218,-0.288,-0.236,-0.289,-0.278,-0.19,-0.19,"-1"
874227829453533184,"Das ruepelhafte und unparlamentarische Auftreten der AfD macht deutlich  was sie vom #LTBB haelt  @dunkelrotseher",1,0,1,-1,"DIE LINKE","dunkelrotseher",14,-0.356,-0.673,-0.722,-0.524,-0.917,-1.089,-0.517,-0.88,-1.037,"-0.5"
874314450865709056,"Auf dem @hessenSPD Stand in der Landesausstellung am #Hessentag in #Ruesselsheim #Hessentagnews",0,0,1,-1,"SPD","JensZimmermann1",14,-0.019,-0.062,-0.096,-0.027,-0.07,-0.314,-0.032,-0.054,-0.273,"0"
874379933929394176,"@MMittelbach Wir planen Pankow und die Welt  Eintreten  mitmachen @GruenePankow",0,0,1,-1,"GRUENE","otto_direkt",14,0.058,0.078,0.192,-0.005,0.07,0.325,-0.032,0.006,0.154,"0"
874568024363335680,"Wir wuenschen der verletzten Polizistin  deren Familie und Kollegen viel Kraft und Genesung  #unterfoehring",1,0,1,-4,"AfD","VolkerOlenicak",14,0.3,0.498,0.567,0.448,0.605,0.557,0.385,0.485,0.382,"0,5"
874580349489209344,"1 2  #NRWKoalition Schwarz Gelb will ueber #Bundesrat in #Asylpolitik Akzente setzen  Hoffen wir auf gruendliche Kopie des #AfD Programms",0,0,1,-1,"AfD","RogerBeckamp",14,-0.014,-0.011,-0.162,-0.414,-0.608,-0.796,-0.446,-0.622,-0.788,"0"
874610256470573056,"@larsklingbeil @spdde Ich schaue mal nach  Vermutlich im Regierungsprogramm",0,0,1,-1,"CDU","CarstenOvens",14,0.013,-0.005,0.073,-0.027,-0.057,-0.145,-0.032,-0.054,-0.134,"0"
874656508373590016,"@NiemaMovassat auf dem #ZukunftEZ Blog ueber den seiner Meinung nach gefaehrlichen Paradigmenwechsel der dt  EZ",1,0,1,-1,"DIE LINKE","NiemaMovassat",14,-0.316,-0.631,-0.671,-0.042,-0.25,-0.236,-0.043,-0.17,-0.134,"-0.5"
874722232504905728,"Bin mal gespannt  wie der Vergleich Koa Vertrag schwarz gelb #nrw und #jamaika SH ausfaellt  @CDUNRW de @fdp nrw @FDP SH @CDU @Gruene SH",0,0,1,-1,"GRUENE","RobertHabeck",14,-0.024,-0.047,-0.255,-0.027,-0.041,-0.256,-0.032,-0.054,-0.134,"0"
874727082810585088,"@BineB @ChristianSchaft @frl hummel @thueringende We call it Meinungsvielfalt @BineB  Da kommt so was vor",0,0,1,-1,"DIE LINKE","BenjaminHoff",14,0.276,0.564,0.587,0.084,0.553,0.491,0.031,0.456,0.353,"0.5"
874727794684702720,"Schnell noch im #AGH gewesen und Anfragen fertig gemacht  @GdP Berlin @SoliDavidwache",0,0,1,-1,"SPD","TomSchreiberMdA",14,0.2,0.324,0.396,0.1,0.362,0.503,0.048,0.26,0.357,"0.5"
874870571728818176,"Nordrhein Westfalen  Die schwarz gelbe Koalition geht mit gebrauchten Ideen an den Start   Mobil",0,0,1,-1,"SPD","philipp_fuer_DU",14,-0.08,-0.093,-0.316,0.053,0.038,0.382,0.039,0.019,0.186,"0"
874918959849648128,"#Ehegattensplitting ist out  AUT  GBR  ESP haben es laengst abgeschafft  Kinder statt Trauschein #Familienbudget",0,0,1,-1,"GRUENE","lisapaus",14,0.401,0.798,0.849,0.223,0.812,0.849,0.141,0.671,0.614,"0,5"
875049149556813824,"Volles Haus in der Stadtbibliothek #Magdeburg  Toni #Hofreiter stellt sein Buch Fleischfabrik Deutschland vor",1,0,1,-1,"GRUENE","StriegSe",14,0.37,0.743,0.776,-0.02,0.379,0.346,-0.032,0.228,0.097,"0.5"
875324163770241024,"Dieser Vorsto<df> ist ueberfaellig",0,1,1,-1,"FDP","FlorianSwyter",14,0.144,0.274,0.296,-0.027,0.087,0.007,-0.032,-0.054,-0.134,"0,5"
875341970872442880,"Weiter gehts nach gutem Gespraech @TLEV Kita zu Qualitaet Betreuung in Kitas im Erfurter Rathaus mit Frasi @gruene erfurt  Stadtrat #Erfurt",0,0,2,-1,"GRUENE","Astrid_RB",14,0.413,0.816,0.876,0.705,1.222,1.257,0.684,1.164,1.191,"0.5"
875452094265688064,"Erst Terror ins Land holen und dann Ueberforderung beklagen  Bei Gerichten dasselbe  Schluss mit dieser Regierung  #Merkel   #SPD#illner",0,0,1,-1,"AfD","haraldlaatsch",14,-0.794,-0.811,-0.855,-0.823,-0.801,-0.804,-0.781,-0.767,-0.734,"-1"
875580098379788288,"Wird ja immer besser  aber der geht noch mehr und immer noch zu viel Gruen",0,1,2,-1,"CDU","drmfuchs",14,0.035,0.08,0.119,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
875666148980924416,"@ZDFheute berichtet ueber neue @ZQP Studie zu Gewalt in der Pflege  Die vollstaendigen Ergebnisse gibt es hier",1,0,2,-1,"DIE LINKE","stefanie_fuchs",14,-0.046,-0.096,-0.179,0.013,0.048,0.019,0.007,0.045,0.04,"0"
875736792456200192,"Um einen Fluechtling taeglich mit dem Taxi zu seiner Arbeit zu kutschieren  zahlt Osnabrueck ueber 1 000 Euro im Monat",1,0,1,-1,"AfD","stbrandner",14,-0.319,-0.595,-0.593,-0.282,-0.383,-0.503,-0.26,-0.359,-0.458,"-0,5"
875742357035130880,"Poetisch Literarischer Reichtum beim Poesifestival in der Akademie der Kuenste   ein Besuch lohnt sich",0,0,2,-1,"GRUENE","SabineBangert",14,0.393,0.784,0.822,0.121,0.464,0.44,0.071,0.375,0.309,"0,5"
875751914960547840,"Sehr traurig  Einer dieser Tage mit einem Moment  den man nie mehr vergisst",0,0,1,-5,"CDU","EllenDemuth",14,-0.545,-0.55,-0.606,-1.224,-1.208,-1.271,-1.235,-1.213,-1.267,"-1"
875796985806299136,"Armin Laschet ueber Helmut #Kohl  Er hat gesagt  Ihr muesst euch um die Welt kuemmern  Nicht nur um euren Wahlkreis",1,0,1,-1,"CDU","ArminLaschet",14,0.168,0.321,0.346,-0.042,0.07,0.175,-0.043,0.006,0.054,"0.5"
875828958188761088,"Ich bin heute sehr traurig  #helmutkohl",0,0,1,-5,"CDU","MGrosseBroemer",14,-0.44,-0.434,-0.443,-1.182,-1.148,-1.109,-1.194,-1.136,-1.099,"-1"
875981819241484288,"Auf geht s zum 7  FahrRad Aktionstag  Ja  bin auch mit Drahtesel unterwegs",0,0,2,-1,"DIE LINKE","Eva0112",14,0.287,0.569,0.618,0.062,0.351,0.495,0.049,0.159,0.431,"0.5"
875994082841178112,"Linker Terror und kein Ende  Dazu der verlaengerte Arm der Chaoten im Senat  Berlin 2017  Was machen Sie Herr #Geisel",0,0,2,-1,"AfD","Wollihood",14,-0.461,-0.79,-0.871,-0.517,-0.96,-0.92,-0.486,-0.884,-0.812,"-0,5"
876014390054723584,"Das @DFB Team moechte am Montag gegen Australien mit Trauerflor spielen  #ConfedCup #Kohl",1,0,1,-1,"CDU","TimZeelen",14,-0.389,-0.734,-0.771,-0.027,-0.333,-0.237,-0.032,-0.167,-0.139,"-0.5"
876014928561397760,"Fuenf Raeuber greifen Jugendgruppe im #TreptowerPark an",1,0,1,-1,"SPD","TomSchreiberMdA",14,-0.306,-0.526,-0.545,-0.448,-0.526,-0.418,-0.448,-0.478,-0.34,"-0.5"
876023753012072448,"Gruene wollen Industrieausstieg bis 2020  #bdk17 #Gruene",0,1,1,-1,"AfD","twittschler",14,0.02,0.023,-0.028,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
876065107176022016,"Das ganze System ist krank",0,1,1,-1,"AfD","mrosek1958",14,-0.437,-0.434,-0.447,-0.678,-0.511,-0.49,-0.632,-0.41,-0.33,"-1"
876071001955684352,"#bdk17 Bewegender Moment  die UN Sonderbotschafterin der Jesiden  Nadia Murad  fordert Gerechtigkeit f  alle im Irak  auch f  Minderheiten",0,0,1,-1,"GRUENE","OWvonHoltz",14,-0.084,-0.1,-0.647,-0.027,-0.041,-0.33,-0.032,-0.054,-0.137,"0"
876086931423199232,"Jetzt hoffentlich fuer alle klar  Ohne Kohleausstieg kein Gruener Koalitionsvertrag #bdk2017 #ParisAgreement",0,0,1,-1,"GRUENE","ABaerbock",14,-0.184,-0.306,-0.377,-0.339,-0.627,-0.547,-0.287,-0.538,-0.442,"-0.5"
876151373611630592,"Bester Mann   #NoIB #B1706",1,0,2,-1,"GRUENE","junomaerz",14,0.41,0.424,0.509,0.466,0.294,0.252,0.398,0.188,0.209,"1"
876156383539974144,"Wir sind 10  Aber was waeren wir ohne unsere Mitglieder  Seit 10 Jahren seid ihr die Partei  Euch gehoert dieser Film",1,0,1,-1,"DIE LINKE","MatthiasHoehn",14,0.008,0.032,0.06,-0.058,-0.041,-0.272,-0.032,-0.054,-0.192,"0"
876170607829942272,"Gefaellt mir der @RobertHabeck   Nicht zu verkopft  Losziehen und fuer das Gute kaempfen  #einfachmachen",0,1,1,-1,"GRUENE","Connylue",14,0.434,0.84,0.888,0.48,0.651,0.801,0.485,0.62,0.718,"0,5"
876410847517650944,"Seelscheider Sommer mit dem aktiven Ortsverein der SPD Neunkirchen Seelscheid",0,0,2,-1,"SPD","sebast_hartmann",13,0.005,-0.002,0.01,-0.027,-0.045,-0.41,-0.032,-0.054,-0.299,"0"
876428111105200128,"Danke @cem oezdemir  du warst toll und inspirierend",0,1,4,-1,"GRUENE","StefRemlinger",13,0.268,0.308,0.337,0.885,1.032,1.028,0.896,1.013,1.02,"0,5"
876470554617892864,"Und wir sind sehr stolz auf so eine flei<df>ige und faehige Bundestagskandidatin  #btw17 #spd",0,1,5,-1,"SPD","KazunguHass",13,0.289,0.31,0.425,0.664,0.732,0.8,0.64,0.697,0.724,"1"
876545213141069824,"Schrecklich  Meine Anteilnahme geht nach Portugal  Dreitaegige Staatstrauer   Viele Tote bei Waldbrand in Portugal",0,0,1,-5,"DIE LINKE","HeikeHaensel",13,-0.635,-0.643,-0.664,-0.71,-0.689,-0.623,-0.686,-0.649,-0.555,"-1"
876664054412136448,"Wenn Ihr euch selber eine Meinung bilden wollt  so kommt vorbei",0,1,1,-1,"SPD","stoberock",13,0.056,0.187,0.246,0.095,0.399,0.46,0.068,0.329,0.361,"0.5"
876721580382064640,"Respekt vor den Organisatoren  aber die Verweigerung gro<df>er Islamverbaende und der duerftige Besuch zeigen ein eindeutiges Bild  #Koeln",0,0,3,-1,"CSU","AndiScheuer",13,-0.68,-0.67,-0.718,0.106,0.009,-0.485,0.142,0.03,-0.402,"-0.5"
876723949308137472,"#dvt17 @Klaus Mueller Neues Verbraucherleitbild der Bundesregierung seit 2013 sehr wichtig",0,0,1,-1,"SPD","UlrichKelber",13,0.284,0.538,0.592,0.048,0.474,0.478,0.028,0.19,0.162,"0.5"
876737701755703296,"Viel gelernt gestern",0,0,1,-1,"GRUENE","bene_lux",13,0.102,0.143,0.169,0.128,0.155,0.077,0.116,0.125,0.042,"0,5"
876753633953624064,"Noch bevor der Friedensmarsch Koeln losging phantasierten  #Maas  @SZ bereits von zig tausenden Moslem @SPIEGELONLINE",1,0,1,-1,"AfD","BystronAfD",13,-0.277,-0.581,-0.61,-0.027,-0.173,-0.3,-0.032,-0.117,-0.186,"-0,5"
876757023400091648,"Wir machen s gerecht    Eine Halbzeit Bilanz von Rot Rot Gruen in Thueringen  #linke",1,0,2,-1,"DIE LINKE","linkeanja",13,-0.01,-0.068,-0.211,-0.147,-0.263,-0.651,-0.129,-0.263,-0.56,"0"
876777911537332224,"Wenn wir wollen  das alles bleibt wie es ist  dann muessen wir viel veraendern  gilt auch fuer den Verbraucherschutz @MartinSchulz #dvt17",0,0,1,-1,"SPD","ingeblask",13,0.085,0.083,0.029,-0.022,0.054,0.02,-0.029,0.052,0.042,"-0.5"
876797297992101888,"Wieder in Berlin angekommen   Ich freue mich auf eine spannende vorletzte Sitzungswoche",0,0,1,-1,"CDU","JanMetzler",13,0.383,0.709,0.75,0.612,0.801,0.911,0.607,0.784,0.926,"0,5"
876817969044738048,"Foto ist aber von @EvaMolau",0,1,1,-1,"GRUENE","GYGeorg",13,0.028,0.037,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
877076320840278016,"Damit liegt der Landesmindestlohn weiter oberhalb des Mindest Mindestlohns   #r2g macht s",0,1,2,-1,"GRUENE","A_Schillhaneck",13,-0.199,-0.425,-0.473,-0.048,-0.326,-0.24,-0.047,-0.161,-0.134,"-0,5"
877089010384084992,"#Bund darf sich nicht aus Hochschulfinanzierung zurueckziehen  #Eckpunktepapier #ostdeutscheWissenschaftsministerien",0,0,1,-1,"DIE LINKE","falkneubert",13,-0.219,-0.471,-0.514,-0.027,-0.323,-0.645,-0.032,-0.268,-0.536,"-0.5"
877150053512687616,"Obdachlosen getoetet und angezuendet   siebeneinhalb Jahre Haft #AfD #Huetter",0,0,1,-1,"AfD","CarstenPaulHtte",13,-0.448,-0.493,-0.541,-0.489,-0.608,-0.846,-0.488,-0.622,-0.788,"-1"
877172951937941504,"Neokolonialismus  @Die Gruenen Nix aus der Geschichte gelernt",0,1,2,-1,"CSU","HPFriedrichCSU",13,-0.229,-0.467,-0.508,-0.027,-0.417,-0.299,-0.032,-0.197,-0.213,"-0.5"
877182800641839104,"Vorbereitung Jahresempfang der @CDUBerlin AGH laufen #CDU AGH",0,0,1,-1,"CDU","HeikoMelzer",13,0.004,0.006,0.02,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
